title,coffee_type,rating,reviews,seller_name,thumbnail,price,weight,weight_formatted_to_gramms
"mccafe premium roast ground coffee, medium roast, 30 oz canister",medium roast,4.7,1512,walmart.com,https://i5.walmartimages.com/asr/0d6a3096-7ae1-4d43-a453-49d7b03b6581.daa3bf9cef8f0d2ce07636390613b2cd.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,12.98,30 oz,850.5
"maxwell house medium roast 100% colombian ground coffee, 24.5 oz. canister","colombian,medium roast",4.7,667,walmart.com,https://i5.walmartimages.com/asr/34856732-e3cd-48a8-b7c5-a481c797d9a9.030e599e37db1bd399e4a0b58aeb66ff.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,7.86,24.5 oz,694.6
"dunkin' original blend, medium roast coffee, 30-ounce canister",medium roast,4.8,870,walmart.com,https://i5.walmartimages.com/asr/2854fc03-b6c6-490b-890c-f61342738bc2.8d27d69d750d6014c3138629f189285b.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,17.92,30-ounce,850.5
"dunkin’ original blend coffee, medium roast coffee, 12 oz bag",medium roast,4.8,495,walmart.com,https://i5.walmartimages.com/asr/6c3ab95d-29a5-4aba-ab04-04289d807a97.bcd461b5ec19616054f454cfd9eb281f.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,0,12 oz,340.2
"folgers 100% colombian ground coffee, 37-ounce",colombian,4.8,630,shaikhspeare inc.,https://i5.walmartimages.com/asr/76bb07c6-056f-4334-9c63-cb9a05e8c92d_1.d0f8b026c0be851aa0897e0b4c7b8747.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,24.77,37-ounce,1048.9
"dunkin’ original blend coffee, medium roast coffee, 12 oz bag",medium roast,4.8,495,walmart.com,https://i5.walmartimages.com/asr/6c3ab95d-29a5-4aba-ab04-04289d807a97.bcd461b5ec19616054f454cfd9eb281f.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,0,12 oz,340.2
"folgers 100% colombian coffee, medium roast ground coffee, 33.7 ounce canister","colombian,medium roast",3.5,8,walmart.com,https://i5.walmartimages.com/asr/fdd043ee-6ced-43d6-ac35-d35cb552a580.60e2bce050564a22597a25f49c9af901.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,13.98,33.7 ounce,955.4
"great value donut shop 100% arabica medium roast ground coffee pods, 12 ct","arabica,medium roast",4.5,673,walmart.com,https://i5.walmartimages.com/asr/948d8b91-ef25-4bea-8a0f-106af6565ca7.b340c852d4027bafcf892ad74967642c.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,0,12 c,340.2
"folgers black silk ground coffee, 37-ounce",black silk ground coffee,4.7,1226,life easy supply llc,https://i5.walmartimages.com/asr/d03c664f-8c58-40a4-87ab-b95ff1140ad8_1.5da79d0442c72178f175a213b289b7df.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,23.37,37-ounce,1048.9
"great value crme brulee medium roast ground coffee, 12 oz, bag",medium roast,4.4,166,walmart.com,https://i5.walmartimages.com/asr/a27a417a-b067-4193-ad8d-2f2643694ad6.1a5037779094003af37c4abbe945b098.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,4.98,12 oz,340.2
"great value french vanilla medium roast ground coffee, 12 oz, bag","french,medium roast",4.3,112,walmart.com,https://i5.walmartimages.com/asr/0053e094-ea71-4d32-a4ca-d77ee61aa1d2.c62edd1b6b96ebdc5c3d2ffa6d75dd35.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,4.98,12 oz,340.2
"great value 100% arabica french roast dark ground coffee, 24.2 oz","french,french roast,arabica",4.6,772,walmart.com,https://i5.walmartimages.com/asr/7bbc7d42-240e-40a7-86e6-e6bf9d182408.2e8149e7dc20b1f9fedcd43cfbd7155a.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,9.92,24.2 oz,686.1
"folgers classic roast instant coffee crystals, 8-ounce jar","instant coffee,classic roast",4.6,13,walmart.com,https://i5.walmartimages.com/asr/803d767f-64c7-4462-91ad-e623eb06b4a6_1.c766d357d69d3f3c31b76ef88898e1fa.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,0,8-ounce,226.8
"folgers gourmet supreme ground coffee, 24.2 ounce canisters",,4.6,536,walmart.com,https://i5.walmartimages.com/asr/be13526b-87b2-43b8-830d-764dc0ff8e79_1.884f306e6d849ffa7074f3cd132ee3f4.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,10.46,24.2 ounce,686.1
"dunkin french vanilla artificially flavored coffee, ground coffee, 12 oz bag",french,4.7,279,walmart.com,https://i5.walmartimages.com/asr/3535f0c9-7495-497f-92c7-089135f6f687.3b6f32462bcd6c45956bf9c42cf088ca.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,7.96,12 oz,340.2
"dunkin' original blend, medium roast coffee, 30-ounce canister",medium roast,4.8,870,walmart.com,https://i5.walmartimages.com/asr/2854fc03-b6c6-490b-890c-f61342738bc2.8d27d69d750d6014c3138629f189285b.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,17.92,30-ounce,850.5
"folgers classic decaf ground coffee, medium roast, 25.9-ounce",medium roast,4.5,64,walmart.com,https://i5.walmartimages.com/asr/289445c1-3b1e-45ca-a88c-6f09f04518ab.32aa5ce4a52345981cd15fdabf437d02.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,12.24,25.9-ounce,734.3
"mccafe colombian ground coffee, medium roast, 30 oz. canister","colombian,medium roast",4.7,527,walmart.com,https://i5.walmartimages.com/asr/7e6b44ee-0c79-495f-bbea-9b5726605507.5820f3ddcb0ef711a7ad4704fb9c7ba5.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,12.98,30 oz,850.5
"great value classic decaf medium roast ground coffee, 30.5 oz",medium roast,4.6,604,walmart.com,https://i5.walmartimages.com/asr/abc725d8-1b8c-446b-9e9e-d8a70e1bde2a.195cd1654ab75d443068d95cf3505f50.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,8.72,30.5 oz,864.7
"folgers black silk ground coffee, smooth dark roast coffee, 24.2 ounce canister","black silk ground coffee,dark roast",4.6,1060,buynjoy llc,https://i5.walmartimages.com/asr/0a5c8859-8904-4aa2-b0a0-e0a8d6efb3ee_1.d1d58b30dc74b91fcb0fe581d2c685d3.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,19.99,24.2 ounce,686.1
"folgers classic roast, medium roast coffee, k-cup pods for keurig k-cup brewers, 24-count","medium roast,classic roast",4.7,2444,walmart.com,https://i5.walmartimages.com/asr/6cf3c160-01e1-4f41-801a-917619204f38_1.ce29ea51c562a9fdbf7adca90d0b4b76.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,14.92,24-coun,680.4
"great value 100% arabica french vanilla medium roast ground coffee pods, 12 ct","french,arabica,medium roast",4.4,349,walmart.com,https://i5.walmartimages.com/asr/17215454-e686-43d9-87dd-a014dbca5fe0.6a819d43e4f996bf620ef4c114402b29.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,4.32,12 c,340.2
"yuban dark roast bold ground coffee, 25.3 oz canister",dark roast,4.6,266,walmart.com,https://i5.walmartimages.com/asr/5ed83b2c-d031-49de-ae9e-6fbda5667fe9.b62b6b7dee4cd9374ca30258b50d1ac2.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,9.96,25.3 oz,717.2
"great value classic medium roast instant coffee, 12 oz","instant coffee,medium roast",4.5,507,walmart.com,https://i5.walmartimages.com/asr/cc29d49f-b69c-4d8c-86be-99436718b120.44bae277f7e7b7cc95162e8cc0a2961c.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,4.58,12 oz,340.2
"folgers classic roast ground coffee, medium roast coffee, 30.5 ounce canister","medium roast,classic roast",4.6,1537,usa mart,https://i5.walmartimages.com/asr/38803f6d-daf7-40d4-9b90-b9b073f771dd_1.6eb368bfc1cd917d424c6be79df03ed2.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,16.4,30.5 ounce,864.7
"folgers 100% colombian, medium-dark roast ground coffee, 24.2-ounce","colombian,medium-dark roast,dark roast",4.1,869,shaikhspeare inc.,https://i5.walmartimages.com/asr/0721c79c-762d-4cc1-87b3-ed8cc888d499_1.46af8b64b50e798d337a3df0d6222a42.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,23.12,24.2-ounce,686.1
"folgers classic roast ground coffee, medium roast, 11.3-ounce","medium roast,classic roast",4.5,901,"celina hills, llc",https://i5.walmartimages.com/asr/c0dfcd25-c6c7-4704-a3c8-dafd0537ad4a_1.6ae190bf14cb11b7a90a30aa7827a284.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,11.99,11.3-ounce,320.3
"don francisco's hawaiian hazelnut gourmet coffee, 12 oz",gourmet coffee,4.8,96,jadas hats,https://i5.walmartimages.com/asr/49ae8c07-e263-4373-8074-aff49375b6be.7694d2af199788797ae7a62af919b3bd.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,19.95,12 oz,340.2
"maxwell house dark french roast ground coffee, 25.6 oz. canister","french,french roast",4.7,511,sunrise luxury,https://i5.walmartimages.com/asr/378537c7-a457-4f3f-822c-8c29363bbc75.b5f5eedf90e9343421aa785d025d5b6c.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,24.85,25.6 oz,725.7
"seattle's best coffee portside blend medium roast ground coffee, 12 oz",medium roast,4.3,255,myofficeinnovations,https://i5.walmartimages.com/asr/ee47218b-684e-4dc4-8012-48e8e353e181_1.6f38448b22d3d74a687d95a66c78222b.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,15.61,12 oz,340.2
"folgers half caff ground coffee, medium roast, 25.4-ounce",medium roast,4.8,682,myofficeinnovations,https://i5.walmartimages.com/asr/e13b5197-3f8e-4d62-a242-fc78270dffd9_1.b7821590a86a50b098e7c0fbaab38b2c.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,21.87,25.4-ounce,720.1
"folgers classic roast ground coffee, medium roast coffee, 48 oz canister","medium roast,classic roast",4.9,15148,walmart.com,https://i5.walmartimages.com/asr/cd17e897-99ca-4621-87c4-d6bd815db94b.3fd31c573b9e027f56bf636bdd46a414.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,13.92,48 oz,1360.8
"great value 100% arabica colombian medium dark ground coffee, 11.3 oz","colombian,arabica,medium dark",4.4,123,walmart.com,https://i5.walmartimages.com/asr/0d4c86e3-a523-42bc-b22c-8f6d97b81b97.4ba435e26e7b1216cdf2b64a305cf482.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,4.64,11.3 oz,320.3
"great value donut shop 100% arabica medium ground coffee, 30.5 oz",arabica,4.6,613,walmart.com,https://i5.walmartimages.com/asr/997b2aa1-d79e-4109-9e88-bdeff42fbb78.71f502cd64832820b6edc1ebdb9d6da2.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,9.92,30.5 oz,864.7
"great value 100% arabica colombian medium dark ground coffee, 24.2 oz","colombian,arabica,medium dark",4.6,786,walmart.com,https://i5.walmartimages.com/asr/e9262445-bf64-4f6a-b768-efc458d9f4d3.ee40205b56810b7350d7c85c63cea6dc.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,9.92,24.2 oz,686.1
"folgers classic roast ground coffee, 40.3-ounce",classic roast,3.8,93,walmart.com,https://i5.walmartimages.com/asr/1fbbd523-8554-4a85-8107-2568a125a6d2.2395bc5a9e08e45dc51e62b268776b65.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,13.92,40.3-ounce,1142.5
"café bustelo, espresso style dark roast ground coffee, vacuum-packed 10 oz. brick","espresso,dark roast",4.7,914,walmart.com,https://i5.walmartimages.com/asr/99a53df0-0471-4b63-abe7-d6b8d314ebec_1.bbbb1a66318deade7f16115f60ac8725.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,3.76,10 oz,283.5
"folgers classic roast ground coffee, medium roast coffee, 25.9 ounce canister","medium roast,classic roast",4.4,740,walmart.com,https://i5.walmartimages.com/asr/e6aba325-608e-4838-a29d-d63e965a4d85.60c763c73d203bef88f34a464124bcb9.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,9.97,25.9 ounce,734.3
"maxwell house original roast ground coffee, 42.5 oz. canister",,4.8,1321,walmart.com,https://i5.walmartimages.com/asr/a5be9586-b75d-4219-87d1-b29bf82884f9.5d9e86a8745c9187bb1285666576a6ac.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,9.92,42.5 oz,1204.9
"great value 100% arabica french vanilla medium roast ground coffee pods, 12 ct","french,arabica,medium roast",4.4,349,walmart.com,https://i5.walmartimages.com/asr/17215454-e686-43d9-87dd-a014dbca5fe0.6a819d43e4f996bf620ef4c114402b29.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,4.32,12 c,340.2
"yuban dark roast bold ground coffee, 25.3 oz canister",dark roast,4.6,266,walmart.com,https://i5.walmartimages.com/asr/5ed83b2c-d031-49de-ae9e-6fbda5667fe9.b62b6b7dee4cd9374ca30258b50d1ac2.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,9.96,25.3 oz,717.2
"starbucks pike place roast, ground coffee, medium roast, 28 oz",medium roast,4.5,1237,walmart.com,https://i5.walmartimages.com/asr/25e6c2c0-fe65-41a7-89da-6fe80aed6219.5689bf04ed200df6ac30ac4e2f076514.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,18.48,28 oz,793.8
"great value classic medium roast instant coffee, 12 oz","instant coffee,medium roast",4.5,507,walmart.com,https://i5.walmartimages.com/asr/cc29d49f-b69c-4d8c-86be-99436718b120.44bae277f7e7b7cc95162e8cc0a2961c.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,4.58,12 oz,340.2
"great value donut shop, 100% arabica, medium roast, ground coffee, 32 oz","arabica,medium roast",4.5,97,walmart.com,https://i5.walmartimages.com/asr/31f3df06-ad0b-4250-9621-77b91f166646.4c3b05eeaeca937d0beb268d5a0185e3.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,11.72,32 oz,907.2
"starbucks caramel flavored coffee, ground coffee, naturally flavored, 11 oz","caramel flavored,caramel",4.5,389,walmart.com,https://i5.walmartimages.com/asr/ccc851b0-a3e5-4375-ad5a-6d6ce63ccd66.df4866b3c5a3e1daa9080ef610351cf2.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,8.98,11 oz,311.8
"folgers black silk ground coffee, smooth dark roast coffee, 33.7ounce canister","black silk ground coffee,dark roast",4.9,20,walmart.com,https://i5.walmartimages.com/asr/8c6786c1-a461-4b3a-8f6c-74fef1f9670e.4a470d061fddfe4a7bc715d5be53f534.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,13.98,33.7ounce,955.4
"folgers black silk ground coffee, smooth dark roast coffee, 22.6ounce canister","black silk ground coffee,dark roast",4.6,11,walmart.com,https://i5.walmartimages.com/asr/5228bf9f-1a75-4d29-a349-d35cbca5d677.b778bf6329691dc97f738308d2b347d4.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,10.32,22.6ounce,640.7
"café bustelo espresso ground coffee, dark roast, 36-ounce canister","espresso,dark roast",4.8,774,walmart.com,https://i5.walmartimages.com/asr/30ba7e5d-5286-45fe-8a14-ee10c7577321.04bea0d6b67762580fa217da8c941034.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,14.92,36-ounce,1020.6
"great value 100% arabica caramel medium roast coffee pods, 12 ct","caramel,arabica,medium roast",4.5,554,walmart.com,https://i5.walmartimages.com/asr/c17f27f2-0ea0-4251-9da5-bec573d67f90.7317064b4bceb4caefc9e315f90b2001.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,4.32,12 c,340.2
"caf bustelo, espresso style dark roast ground coffee, 10 oz. can","espresso,dark roast",4.7,388,walmart.com,https://i5.walmartimages.com/asr/a4c8b647-2fe0-4cce-a8fd-13206312e3e1.c1fd6a3a3761e8e95dcd15fdd2241aa2.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,4.92,10 oz,283.5
"dunkin’ caramel me crazy ground coffee, 11 ounces",caramel,4.3,292,walmart.com,https://i5.walmartimages.com/asr/425fc67a-5e84-4c23-91f3-3c2fe5dd0bc7.d50e35500a20eebb599584cf611aeb66.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,7.96,11 ounce,311.8
"chock full onuts original blend ground coffee, medium roast, 30.5 oz. can",medium roast,4.8,524,walmart.com,https://i5.walmartimages.com/asr/13d4ef70-2ab2-4404-b38e-287d68ac2a77.e95fe5128c154a405096fcc1214296ed.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,8.24,30.5 oz,864.7
"new england coffee blueberry cobbler medium roast ground coffee, 11 oz, bag",medium roast,4.7,360,walmart.com,https://i5.walmartimages.com/asr/2d1e900d-e090-435c-bc14-dccb89304bb4_1.9c6bec82ca3c6caf43c836c9e5a28e62.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,5.72,11 oz,311.8
"mccafe premium roast ground coffee, medium roast, 12 oz bagged",medium roast,4.5,568,walmart.com,https://i5.walmartimages.com/asr/cedb350e-726a-4a89-b66d-fb6b940d3020.eb1b4e26bad22638b464c7124b68c1aa.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,6.84,12 oz,340.2
"maxwell house half caff ground coffee, 25.6 oz. canister",,4.8,450,walmart.com,https://i5.walmartimages.com/asr/941055fd-48cf-4ad6-8f3b-a09d05c66592.a71ad4ce6d61d54fc3b6deceffd272e6.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,9.49,25.6 oz,725.7
"dunkin’ original blend coffee, medium roast coffee, 12 oz bag",medium roast,4.8,495,walmart.com,https://i5.walmartimages.com/asr/6c3ab95d-29a5-4aba-ab04-04289d807a97.bcd461b5ec19616054f454cfd9eb281f.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,7.96,12 oz,340.2
"folgers 100% colombian coffee, medium roast ground coffee, 33.7 ounce canister","colombian,medium roast",3.5,8,walmart.com,https://i5.walmartimages.com/asr/fdd043ee-6ced-43d6-ac35-d35cb552a580.60e2bce050564a22597a25f49c9af901.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,13.98,33.7 ounce,955.4
"eight o'clock, the original, medium roast ground coffee, 36 oz",medium roast,4.8,395,jesus home depot,https://i5.walmartimages.com/asr/49dfd8d2-2e7a-404f-a6f6-b2c3d8e2429f.0cc63903e78f5567108497d3869590b5.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,24.5,36 oz,1020.6
"great value french roast ground, 100% arabica, medium roast, ground coffee, 32 oz","french,french roast,arabica,medium roast",4.8,143,walmart.com,https://i5.walmartimages.com/asr/f314403f-9e00-4ff6-a4b3-e0caaea20393.2414855d0009355bec6bbfaf712fbcea.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,11.72,32 oz,907.2
"seattle's best coffee 6th avenue bistro dark roast ground coffee, 20 oz",dark roast,4.7,190,walmart.com,https://i5.walmartimages.com/asr/2276f2bd-9f06-41e3-b6e8-c0bf0ca06e6f_1.2d603f18e9a5ca2b72d3132497396645.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,8.24,20 oz,567
"great value 100% arabica creamy hazelnut medium roast arabica coffee pods, 12 ct","arabica,medium roast",4.4,320,walmart.com,https://i5.walmartimages.com/asr/a3699e71-ef53-4420-806b-b489b085365d.e6828feafa0f2d8248767734af2b058b.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,4.32,12 c,340.2
"great value 100% arabica house blend medium roast coffee pods, 48 ct","arabica,medium roast",4.4,758,walmart.com,https://i5.walmartimages.com/asr/a3a63e34-22bc-4ff2-9c50-4ea96691af0a.63344462bb0956af13f798a342959d18.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,14.87,48 c,1360.8
"starbucks pike place roast, ground coffee, medium roast, 12 oz",medium roast,4.5,1309,walmart.com,https://i5.walmartimages.com/asr/c3b6f97d-8dc9-440d-815f-391774510fce.260aaf3df81a8501989cbd4cbfff4b95.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,8.98,12 oz,340.2
"new england coffee chocolate cappuccino, medium roast, ground coffee, 11 oz.","cappuccino,medium roast",4.6,196,walmart.com,https://i5.walmartimages.com/asr/dc4eb686-1a2c-409e-8401-eedf0be4b1b6_1.2a6bdc858182ab800e76946d57cbfef0.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,5.72,11 oz,311.8
"new england coffee donut shop blend, light roast, ground coffee, 11 oz.",light roast,4.6,64,walmart.com,https://i5.walmartimages.com/asr/5b204471-794e-4e8b-b8e0-4aabb64f78bc_1.d23aefad9b4577ee5b0bb23826c0684e.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,4.94,11 oz,311.8
"dunkin' original blend, medium roast coffee, 30-ounce canister",medium roast,4.8,870,walmart.com,https://i5.walmartimages.com/asr/2854fc03-b6c6-490b-890c-f61342738bc2.8d27d69d750d6014c3138629f189285b.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,17.92,30-ounce,850.5
"folgers classic decaf ground coffee, medium roast, 25.9-ounce",medium roast,4.5,64,walmart.com,https://i5.walmartimages.com/asr/289445c1-3b1e-45ca-a88c-6f09f04518ab.32aa5ce4a52345981cd15fdabf437d02.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,12.24,25.9-ounce,734.3
"starbucks mocha flavored coffee, ground coffee, naturally flavored, 11 oz",mocha,4.4,345,walmart.com,https://i5.walmartimages.com/asr/78c4c4e0-3b08-47b7-935e-4044e1c2469b.7510094758adfd6cb84a05f505607446.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,8.98,11 oz,311.8
"seattle's best coffee 6th avenue bistro, fair trade organic, ground coffee, 12 oz",,4.7,614,walmart.com,https://i5.walmartimages.com/asr/6db06443-dc7e-4306-8de5-ee39d2dbcc9e_1.8eada4b6c026c87c142ee28dfa3694d8.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,5.98,12 oz,340.2
"new england coffee french vanilla medium roast ground coffee, 11 oz, bag","french,medium roast",4.6,151,walmart.com,https://i5.walmartimages.com/asr/4012b0a6-9529-4ae8-8c9e-c4c222df73f6_1.9d655a35e33b566e7a4a6aadc5c099bd.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,5.72,11 oz,311.8
"starbucks breakfast blend, ground coffee, medium roast, 12 oz",medium roast,4.6,532,walmart.com,https://i5.walmartimages.com/asr/160b7dbe-6678-47ee-ad34-f2bb63bdbf33.b79aa1b822b2b22eeb618dfe7e0722ee.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,8.98,12 oz,340.2
